tshirt,positive_pant,detailed,medium,low,empty,dif
ac15dbab98f6643594942a0c045a2bfd,7664e3c273e3a0575c590015d34ba8a4,"An image of  blue denim bib overalls with a straight-leg fit, adjustable shoulder straps, brass side buttons, and a front bib pocket",Generate an image of blue straight-leg denim overalls,Generate an image of denim overalls, ,"A photo of a Bib Overalls, on white background, high quality."
8cffcfd14b561be8a664f1f37ef7b986,e74b526036bcca7c1e00687c16452309,"An image of blue cotton-denim flare jeans featuring a flared fit, embroidered cherub patch detailing, and frayed hems",Generate an image of blue flare jeans with frayed hems,Generate an image of flare jeans, ,"A photo of a Jeans, on white background, high quality."
62da649252517702199cbf29d4daf24f,86022088d9c32ac3616876d826950279,"An image of blue high-waisted skinny denim jeans  with a figure-hugging fit, five-pocket styling, and slight stretch",Generate an image of blue high-waisted skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
03a57ea88f286429ba6c7733b3558fd2,1b835a29bd26ce890bf71b87f63cb011,"Generate an image of  high-waisted black skinny jeans made from stretch denim, snug form-fitting silhouette, classic five-pocket styling and a clean black wash",Generate an image of  high-waisted skinny stretch jeans in black,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
f7e2f649d8c3aa01f22013e6010d7122,64d1d34810f42cbb4cd425f8929f9dd5,"Generate an image of black insulated nylon winter pants with a relaxed fit, water-resistant shell, quilted thermal lining, zippered pockets, and an adjustable waistband",Generate an image of black relaxed-fit insulated winter pants,Generate an image of winter pants, ,"A photo of a Winter Pants, on white background, high quality."
5985b2b4365f127f013a26bcb8c0a4e4,6a8e67971fad447213e41cc2b28138b6,"An image of light wash denim high-waisted distressed mom jeans with a relaxed tapered fit, crafted from cotton denim, featuring ripped details and classic five-pocket styling",Generate an image of distressed high-waisted mom jeans with a relaxed fit,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
0554f259affe3ca1fd92606673f30022,3392d5ca5af9ed14b35121a7f24d59d2,"An image of light wash distressed denim cutoff shorts featuring a high-waisted fit, frayed hems, and raw-edge detailing",Generate an image of high-waisted light wash denim cutoff shorts,Generate an image of cutoff shorts, ,"A photo of a Denim Shorts, on white background, high quality."
0554f259affe3ca1fd92606673f30022,3392d5ca5af9ed14b35121a7f24d59d2,"An image of light wash distressed denim cutoff shorts featuring a high-waisted fit, frayed hems, and raw-edge detailing",Generate an image of high-waisted light wash denim cutoff shorts,Generate an image of cutoff shorts, ,"A photo of a Shorts, on white background, high quality."
58cba5d9b051cb4a2ab923279bc60b53,602a3226820b01b204aa1f36326edb9b,"Generate an image of high-waisted wide-leg blue denim jeans with a raw hem, crafted from sturdy cotton denim and cut in a relaxed fit",Generate an image of blue high-waisted wide-leg jeans,Generate an image of wide-leg jeans, ,"A photo of a Jeans, on white background, high quality."
3fac4cb21c25191932c5975c4fdfde5e,def6b69df59d4b96d94ed5b180828fed,An image of white high-waisted denim shorts featuring a frayed hem and classic five-pocket styling,Generate an image of high-waisted white denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
0b5217a48142d0d69969333bba4928fb,7bc3207b21ccf39e4b9dd2d48d924f6f,"An image of black high-waist straight-leg denim jeans featuring classic five-pocket styling, belt loops, and a button fly",Generate an image of black high-waist straight-leg jeans,Generate an image of jeans, ,"A photo of a Jeans, on white background, high quality."
54e839282f0861de7f2ed9dc94bff2b0,6f16cee5672239abcd2782bd9f6ab308,"An image of  black slim-fit cotton chino pants with a tailored silhouette, made from smooth cotton twill, featuring belt loops, front slant pockets, back welt pockets, and a zip fly with button closure",Generate an image of slim-fit black chino pants,Generate an image of chino pants, ,"A photo of a Chinos, on white background, high quality."
54e839282f0861de7f2ed9dc94bff2b0,6f16cee5672239abcd2782bd9f6ab308,"An image of  black slim-fit cotton chino pants with a tailored silhouette, made from smooth cotton twill, featuring belt loops, front slant pockets, back welt pockets, and a zip fly with button closure",Generate an image of slim-fit black chino pants,Generate an image of chino pants, ,"A photo of a Chino Pants, on white background, high quality."
7776fcc51a304c3005c830315eff9ff1,811fdf1329c83fce93ef2d5e1b2c8fe4,An image of  high-waisted distressed blue denim cutoff shorts with raw frayed hems,Generate an image of high-waisted denim cutoff shorts,Generate an image of denim shorts, ,"A photo of a Cutoff Shorts, on white background, high quality."
04a43a2f756beac6e99c24c25732b9b1,ffca1a62308d369f6934858320c6caf4,"An image of black high-waisted denim shorts made from sturdy cotton denim, featuring frayed raw hems and a classic five-pocket design",Generate an image of high-waisted black denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
d63996941087287c69f72fa22cffb004,81fbe84bd681233575cfd0603c3a7c5b,"An image of  olive green cotton cargo shorts with a relaxed fit, flap cargo pockets, and an integrated webbing belt",Generate an image of olive green relaxed-fit cargo shorts,Generate an image of cargo shorts, ,"A photo of a Cargo Shorts, on white background, high quality."
972378c0ac7fe10b3cbdb96359045020,d6795cae27fae5fc886d217a04d0d3c8,An image of light blue cotton denim wide-leg jeans with decorative side bow ties along the outer seams,Generate an image of light blue wide-leg denim jeans,Generate an image of wide-leg jeans, ,"A photo of a Jeans, on white background, high quality."
0e4454bf3652e8a535d15a4e3340cd1d,8365e0502efb39069e906dea43c98b71,"An image of  high-waist acid-wash wide-leg denim jeans, crafted from sturdy cotton denim with classic five-pocket styling, belt loops, and a relaxed drape",Generate an image of high-waist wide-leg acid-wash jeans,Generate an image of wide-leg jeans, ,"A photo of a Jeans, on white background, high quality."
24a2e14a4e2e1c18633d4fd2a71cf8ed,026d5bc9da2734052068c5f37bdc3060,"Generate an image of  black slim-fit cargo jogger pants made from cotton twill, featuring flap cargo pockets, an elastic drawstring waistband, and ribbed ankle cuffs",Generate an image of black slim cargo jogger pants with a tapered fit,Generate an image of cargo jogger pants, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
24a2e14a4e2e1c18633d4fd2a71cf8ed,026d5bc9da2734052068c5f37bdc3060,"Generate an image of  black slim-fit cargo jogger pants made from cotton twill, featuring flap cargo pockets, an elastic drawstring waistband, and ribbed ankle cuffs",Generate an image of black slim cargo jogger pants with a tapered fit,Generate an image of cargo jogger pants, ,"A photo of a Cargo Joggers, on white background, high quality."
f7c88d7c889468a004d6eadbfffdb1cb,454377df74cc1a3a7d499e39044cc37e,"An image of white denim bib overalls in a straight-leg fit, featuring adjustable shoulder straps, a front bib pocket, side button closures, and classic workwear stitching",Generate an image of white straight-leg denim bib overalls,Generate an image of bib overalls, ,"A photo of a Bib Overalls, on white background, high quality."
021bee64c20894d9b0aeb571c31d5b59,20ca461883f51cb6570cd8de0bcb13ac,"Generate an image of grey check slim ankle trousers made from lightweight woven fabric, featuring a tailored slim fit, ankle-length cut, and subtle plaid pattern",Generate an image of slim-fit ankle trousers in a grey check,Generate an image of ankle trousers, ,"A photo of a Ankle Trousers, on white background, high quality."
7b49e3c86cc9075765a993d4253a74b1,67b72e0dcacbf0ff9f1d98796037d6f5,An image of black denim jogger jeans featuring a tapered fit and elastic cuffs,Generate an image of black tapered denim jogger jeans,Generate an image of jogger jeans, ,"A photo of a Jeans, on white background, high quality."
99aa12e808d09fb5367e2115c6212bee,fec5ce41809df278396634008de8a637,"Generate an image of olive green cotton-twill cargo jogger pants, relaxed fit, featuring multiple flap pockets, an integrated buckle belt, elastic waistband, and ribbed ankle cuffs",Generate an image of olive green cargo jogger pants with a relaxed fit and buckle belt,Generate an image of cargo jogger pants, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
99aa12e808d09fb5367e2115c6212bee,fec5ce41809df278396634008de8a637,"Generate an image of olive green cotton-twill cargo jogger pants, relaxed fit, featuring multiple flap pockets, an integrated buckle belt, elastic waistband, and ribbed ankle cuffs",Generate an image of olive green cargo jogger pants with a relaxed fit and buckle belt,Generate an image of cargo jogger pants, ,"A photo of a Jogger Pants, on white background, high quality."
9e95dbea52e07e5b307e422a560cbd4a,71fc3fe19e6b6f8612c9b43a65886883,"An image of  black denim skinny jeans featuring ripped knees, classic five-pocket styling, and a form-fitting silhouette",Generate an image of black ripped skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
3d44f6f8698432f152f621ebb701f1b3,d8f9492f672b9b4466ad15a5e1935038,"An image of a  loose-fit blue denim overalls jumpsuit with adjustable buckle straps, front bib pocket, and side button closures",Generate an image of a loose blue denim overalls jumpsuit,Generate an image of overalls, ,"A photo of a Jumpsuit, on white background, high quality."
f757ac063eb1adb62e053253614852dc,c8d423c5ee65fa4be81274b9e14160a3,"An image of  high-waisted black skinny denim jeans made from stretch cotton, featuring a snug fit, classic five-pocket styling, and a zip fly",Generate an image of  high-waisted skinny black jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
ed4877ab248765a516444278c775602d,a50e269de2a321d11244f3a97b0e0042,"An image of medium blue denim mom jeans featuring a high waist, straight-leg fit, classic five-pocket styling, and subtle fading",Generate an image of high-waisted straight-leg mom jeans in medium blue denim,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
a0e5a04e8f6d771cb995ef63f8638ec8,68912ee9a76ea4af41720acece3f8e62,"An image of  black cotton twill jogger pants with a tapered fit, elastic cuffs, and a drawstring waistband",Generate an image of black tapered jogger pants,Generate an image of jogger pants with elastic cuffs, ,"A photo of a Joggers, on white background, high quality."
a0e5a04e8f6d771cb995ef63f8638ec8,68912ee9a76ea4af41720acece3f8e62,"An image of  black cotton twill jogger pants with a tapered fit, elastic cuffs, and a drawstring waistband",Generate an image of black tapered jogger pants,Generate an image of jogger pants with elastic cuffs, ,"A photo of a Jogger Pants, on white background, high quality."
ac59f6bbcc13260c6b1267ff527c5c71,c819cff26c5e57990a2a864d3d5d8250,"An image of light-wash denim cutoff shorts with a high-waisted fit, distressed detailing, and a frayed hem",Generate an image of high-waisted denim cutoff shorts in a light wash,Generate an image of denim cutoff shorts, ,"A photo of a Shorts, on white background, high quality."
ac59f6bbcc13260c6b1267ff527c5c71,c819cff26c5e57990a2a864d3d5d8250,"An image of light-wash denim cutoff shorts with a high-waisted fit, distressed detailing, and a frayed hem",Generate an image of high-waisted denim cutoff shorts in a light wash,Generate an image of denim cutoff shorts, ,"A photo of a Denim Shorts, on white background, high quality."
89dbfaf54ff8fe7da7c8888fdc2b45a0,4fd220f3dbf35098bd5e68ba735feb07,An image of black high-waist  skinny denim jeans with a form-fitting silhouette,Generate an image of black skinny high-waist jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
440775b47c5e905dd7cce442ff56cdd7,3176e0b4f376c36ae8b0567b67369c25,"An image of navy nylon track pants in a relaxed athletic fit, featuring an elastic drawstring waistband and bold logo side stripes",Generate an image of navy relaxed-fit track pants with logo side stripes,Generate an image of track pants with side stripes, ,"A photo of a Track Pants, on white background, high quality."
